BASIN_NAME,LAT,LONG
WESTERN MEXICAN DRAINAGE,32.165,-113.338
WESTERN MEXICAN DRAINAGE,32.171,-113.329
WESTERN MEXICAN DRAINAGE,32.167,-113.336
WESTERN MEXICAN DRAINAGE,32.261,-113.979
WESTERN MEXICAN DRAINAGE,32.261,-113.981
WESTERN MEXICAN DRAINAGE,32.259,-113.983
WESTERN MEXICAN DRAINAGE,32.259,-113.991
WESTERN MEXICAN DRAINAGE,32.222,-113.915
WESTERN MEXICAN DRAINAGE,32.131,-113.368
WESTERN MEXICAN DRAINAGE,32.112,-113.39
WESTERN MEXICAN DRAINAGE,32.111,-113.391
WESTERN MEXICAN DRAINAGE,32.158,-113.346
WESTERN MEXICAN DRAINAGE,32.157,-113.347
WESTERN MEXICAN DRAINAGE,32.169,-113.331
WESTERN MEXICAN DRAINAGE,32.157,-113.342
WESTERN MEXICAN DRAINAGE,32.158,-113.343
LAKE HAVASU,34.313,-114.147
LAKE HAVASU,34.31,-114.144
LAKE HAVASU,34.321,-114.151
LAKE HAVASU,34.322,-114.153
LAKE HAVASU,34.597,-114.432
LAKE HAVASU,34.615,-114.377
LAKE HAVASU,34.609,-114.392
LAKE HAVASU,34.609,-114.404
LAKE HAVASU,34.438,-114.175
LAKE HAVASU,34.438,-114.175
LAKE HAVASU,34.423,-114.182
LAKE HAVASU,34.387,-114.209
LAKE HAVASU,34.374,-114.226
LAKE HAVASU,34.488,-114.381
LAKE HAVASU,34.45,-114.356
LAKE HAVASU,34.438,-114.324
LAKE HAVASU,34.436,-114.318
LAKE HAVASU,34.412,-114.291
LAKE HAVASU,34.356,-114.188
LAKE HAVASU,34.355,-114.187
PARKER,33.485,-114.526
PARKER,33.441,-114.473
PARKER,33.98,-114.064
PARKER,34.213,-114.21
PARKER,33.873,-114.503
PARKER,33.502,-114.079
PARKER,33.534,-114.364
PARKER,33.58,-114.437
PARKER,34.136,-114.064
PARKER,33.59,-114.249
PARKER,33.77,-114.32
PARKER,33.779,-114.311
PARKER,33.521,-114.251
PARKER,33.471,-114.182
PARKER,33.536,-114.252
PARKER,33.342,-114.412
PARKER,33.421,-114.553
PARKER,33.335,-114.348
PARKER,33.993,-114.097
PARKER,33.298,-114.678
BUTLER VALLEY,33.967,-113.816
BUTLER VALLEY,33.983,-113.785
BUTLER VALLEY,33.979,-113.798
BUTLER VALLEY,33.982,-113.784
BUTLER VALLEY,33.981,-113.786
BUTLER VALLEY,34.088,-113.56
BUTLER VALLEY,34.09,-113.569
BUTLER VALLEY,34.102,-113.597
BUTLER VALLEY,34.085,-113.543
BUTLER VALLEY,33.959,-113.822
BUTLER VALLEY,33.947,-113.828
BUTLER VALLEY,34.092,-113.644
BUTLER VALLEY,34.083,-113.665
BUTLER VALLEY,34.077,-113.671
BUTLER VALLEY,34.074,-113.673
BUTLER VALLEY,34.073,-113.674
BUTLER VALLEY,34.059,-113.685
BUTLER VALLEY,34.013,-113.734
BUTLER VALLEY,34.001,-113.747
BUTLER VALLEY,33.991,-113.767
RANEGRAS PLAIN,33.91,-113.848
RANEGRAS PLAIN,33.902,-113.862
RANEGRAS PLAIN,33.681,-113.702
RANEGRAS PLAIN,33.673,-113.705
RANEGRAS PLAIN,33.663,-113.706
RANEGRAS PLAIN,33.894,-113.891
RANEGRAS PLAIN,33.593,-113.785
RANEGRAS PLAIN,33.59,-113.789
RANEGRAS PLAIN,33.613,-113.792
RANEGRAS PLAIN,33.504,-113.887
RANEGRAS PLAIN,33.507,-113.875
RANEGRAS PLAIN,33.691,-113.938
RANEGRAS PLAIN,33.878,-113.95
RANEGRAS PLAIN,33.518,-113.83
RANEGRAS PLAIN,33.518,-113.828
RANEGRAS PLAIN,33.898,-113.874
RANEGRAS PLAIN,33.581,-113.781
RANEGRAS PLAIN,33.482,-113.64
RANEGRAS PLAIN,33.886,-113.916
RANEGRAS PLAIN,33.889,-113.917
